Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,12.5,9.3,60,W,11 6,19 10,1020.9,0.0,2025-10-06
11:00 pm,12.7,10.1,65,WSW,9 5,15 8,1020.9,0.0,2025-10-06
