Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,13.0,11.0,74,S,9 5,17 9,1019.8,0.0,2025-10-12
11:00 pm,13.2,11.3,76,SSW,9 5,17 9,1019.9,0.0,2025-10-12
