Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
10:00 am,15.9,9.2,44,NW,28 15,54 29,1011.4,0.0,2025-10-15
9:51 am,15.6,8.6,46,N,30 16,54 29,1011.2,0.0,2025-10-15
9:30 am,14.8,9.0,49,NNW,24 13,41 22,1010.7,0.0,2025-10-15
9:00 am,13.5,5.9,53,N,33 18,54 29,1010.5,0.0,2025-10-15
8:51 am,13.3,6.3,54,N,30 16,50 27,1010.5,0.0,2025-10-15
8:30 am,13.3,7.7,51,N,22 12,44 24,1010.5,0.0,2025-10-15
8:01 am,12.8,5.7,53,N,30 16,48 26,1010.1,0.0,2025-10-15
8:00 am,12.8,5.6,52,N,30 16,46 25,1010.1,0.0,2025-10-15
7:47 am,12.7,5.9,52,N,28 15,46 25,1010.1,0.0,2025-10-15
7:30 am,13.0,7.7,50,NNW,20 11,37 20,1009.9,0.0,2025-10-15
7:14 am,12.9,6.1,51,N,28 15,54 29,1009.8,0.0,2025-10-15
7:00 am,12.6,6.9,51,N,22 12,35 19,1009.6,0.0,2025-10-15
6:30 am,12.3,6.2,52,N,24 13,46 25,1009.0,0.0,2025-10-15
6:02 am,12.4,5.7,54,N,28 15,48 26,1008.6,0.0,2025-10-15
6:00 am,12.4,6.0,54,N,26 14,44 24,1008.6,0.0,2025-10-15
5:33 am,12.6,5.9,54,N,28 15,54 29,1008.1,0.0,2025-10-15
5:30 am,12.5,6.2,54,N,26 14,54 29,1008.2,0.0,2025-10-15
5:24 am,12.5,5.8,54,N,28 15,54 29,1007.9,0.0,2025-10-15
5:00 am,12.5,7.4,52,N,19 10,32 17,1007.8,0.0,2025-10-15
4:30 am,12.4,7.3,52,N,19 10,32 17,1008.1,0.0,2025-10-15
4:00 am,12.6,7.3,52,N,20 11,37 20,1008.1,0.0,2025-10-15
3:30 am,12.5,8.2,53,N,15 8,20 11,1008.3,0.0,2025-10-15
3:00 am,12.7,8.4,52,N,15 8,28 15,1007.6,0.0,2025-10-15
2:30 am,12.9,6.5,52,N,26 14,41 22,1007.9,0.0,2025-10-15
2:00 am,12.9,7.7,53,N,20 11,48 26,1007.9,0.0,2025-10-15
1:44 am,13.1,6.8,53,N,26 14,44 24,1008.1,0.0,2025-10-15
1:30 am,13.2,8.7,54,N,17 9,26 14,1008.1,0.0,2025-10-15
1:00 am,13.6,9.8,52,NE,13 7,22 12,1008.4,0.0,2025-10-15
12:30 am,13.6,9.8,51,N,13 7,32 17,1008.3,0.0,2025-10-15
12:00 am,13.5,8.9,52,NNE,17 9,35 19,1008.4,0.0,2025-10-15
