Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,23.4,25.7,74,NNW,4 2,11 6,1013.7,0.0,2025-10-12
11:00 pm,24.3,26.2,70,NNW,6 3,13 7,1014.3,0.0,2025-10-12
10:30 pm,24.1,26.5,76,WNW,6 3,13 7,1013.9,0.0,2025-10-12
10:00 pm,23.6,27.4,85,S,2 1,4 2,1013.1,0.0,2025-10-12
9:30 pm,23.8,27.1,87,NE,6 3,11 6,1013.8,0.0,2025-10-12
9:00 pm,23.9,27.2,86,NNE,6 3,11 6,1014.0,0.0,2025-10-12
8:30 pm,24.2,27.4,84,N,6 3,13 7,1014.2,0.0,2025-10-12
8:00 pm,24.6,27.7,81,NNE,6 3,13 7,1013.9,0.0,2025-10-12
7:30 pm,24.5,27.9,81,NNE,4 2,11 6,1013.1,0.0,2025-10-12
7:00 pm,24.5,28.1,82,NNE,4 2,11 6,1013.1,0.0,2025-10-12
6:30 pm,24.6,27.7,81,NNE,6 3,15 8,1012.7,0.0,2025-10-12
6:00 pm,24.7,27.6,80,NNE,7 4,15 8,1012.3,0.0,2025-10-12
5:30 pm,25.1,27.5,77,NNE,9 5,20 11,1012.0,0.0,2025-10-12
5:00 pm,25.7,28.4,74,NE,7 4,15 8,1011.8,0.0,2025-10-12
4:30 pm,26.1,28.8,72,NNE,7 4,17 9,1011.8,0.0,2025-10-12
4:00 pm,27.1,29.2,66,NE,9 5,17 9,1011.9,0.0,2025-10-12
3:30 pm,28.0,30.2,63,NE,9 5,15 8,1011.9,0.0,2025-10-12
