Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,9.6,8.0,89,SSE,6 3,7 4,1024.8,1.2,2025-09-21
11:00 pm,9.9,8.4,90,SSE,6 3,7 4,1024.6,1.2,2025-09-21
10:30 pm,10.0,8.4,88,SSE,6 3,9 5,1024.4,1.2,2025-09-21
10:00 pm,10.3,8.9,90,SSE,6 3,9 5,1024.2,1.2,2025-09-21
