Time (AWST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
1:00 am,14.1,15.0,92,CALM,0 0,0 0,1015.9,0.0,2025-10-17
12:30 am,14.7,15.7,90,CALM,0 0,0 0,1016.1,0.0,2025-10-17
12:00 am,15.6,15.7,90,SSE,6 3,6 3,1016.5,0.0,2025-10-17
