Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
9:00 am,16.4,13.4,63,NNW,15 8,20 11,1024.5,0.0,2025-01-09
8:30 am,15.2,11.8,68,NNW,17 9,20 11,1024.8,0.0,2025-01-09
8:00 am,13.8,11.4,71,NNW,11 6,15 8,1024.9,0.0,2025-01-09
7:30 am,12.8,9.6,74,NNW,15 8,19 10,1024.8,0.0,2025-01-09
7:00 am,11.9,10.3,78,W,6 3,7 4,1024.5,0.0,2025-01-09
6:30 am,11.0,8.4,81,NW,11 6,15 8,1024.8,0.0,2025-01-09
6:00 am,10.0,8.3,85,WNW,6 3,7 4,1024.7,0.0,2025-01-09
5:30 am,9.8,7.5,85,WNW,9 5,17 9,1024.4,0.0,2025-01-09
5:00 am,10.1,8.1,83,NW,7 4,11 6,1024.2,0.0,2025-01-09
4:30 am,10.7,7.8,84,NNW,13 7,19 10,1024.3,0.0,2025-01-09
4:00 am,10.8,7.9,84,NNW,13 7,15 8,1024.5,0.0,2025-01-09
3:30 am,10.4,8.5,82,WNW,7 4,9 5,1024.7,0.0,2025-01-09
3:00 am,11.1,8.5,79,NW,11 6,15 8,1024.7,0.0,2025-01-09
2:30 am,11.5,8.2,79,NNW,15 8,20 11,1025.0,0.0,2025-01-09
2:00 am,11.1,8.6,81,NNW,11 6,15 8,1025.5,0.0,2025-01-09
1:30 am,10.8,8.9,80,WNW,7 4,9 5,1026.0,0.0,2025-01-09
1:00 am,11.1,9.4,79,W,6 3,7 4,1026.5,0.0,2025-01-09
12:30 am,11.3,9.0,77,W,9 5,13 7,1026.7,0.0,2025-01-09
12:00 am,11.6,8.6,76,W,13 7,15 8,1027.0,0.0,2025-01-09
