Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,9.9,9.1,78,CALM,0 0,0 0,1018.0,0.0,2025-10-13
11:00 pm,10.7,9.6,68,CALM,0 0,0 0,1017.9,0.0,2025-10-13
10:30 pm,11.7,10.4,59,CALM,0 0,0 0,1017.7,0.0,2025-10-13
10:00 pm,12.1,10.4,58,SE,2 1,9 5,1017.5,0.0,2025-10-13
9:30 pm,12.5,11.3,58,CALM,0 0,0 0,1017.9,0.0,2025-10-13
9:00 pm,13.7,12.1,53,S,2 1,7 4,1017.7,0.0,2025-10-13
8:30 pm,13.7,11.1,53,SSW,7 4,13 7,1017.6,0.0,2025-10-13
8:00 pm,13.8,10.9,54,SSW,9 5,13 7,1017.2,0.0,2025-10-13
7:30 pm,13.9,11.5,56,SW,7 4,11 6,1017.2,0.0,2025-10-13
7:00 pm,14.9,12.4,51,SW,7 4,9 5,1016.9,0.0,2025-10-13
6:30 pm,15.5,12.6,49,SW,9 5,15 8,1017.1,0.0,2025-10-13
6:00 pm,16.2,13.2,45,SSW,9 5,15 8,1017.2,0.0,2025-10-13
5:30 pm,16.4,13.0,44,SSW,11 6,17 9,1016.8,0.0,2025-10-13
5:00 pm,16.9,13.2,37,SSW,11 6,28 15,1017.1,0.0,2025-10-13
4:30 pm,17.1,14.2,38,SSW,7 4,15 8,1017.5,0.0,2025-10-13
4:00 pm,15.7,11.6,41,SSW,13 7,20 11,1017.9,0.0,2025-10-13
3:30 pm,15.3,10.7,45,SW,17 9,26 14,1018.5,0.0,2025-10-13
3:00 pm,16.1,12.9,41,ENE,9 5,15 8,1018.7,0.0,2025-10-13
2:30 pm,15.3,12.1,43,S,9 5,13 7,1019.1,0.0,2025-10-13
