Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,16.1,14.0,60,E,9 5,–,1021.3,0.2,2025-10-13
11:00 pm,16.1,14.0,59,ESE,9 5,–,1021.2,0.2,2025-10-13
10:30 pm,16.2,13.6,58,ESE,11 6,–,1021.2,0.2,2025-10-13
10:00 pm,16.2,13.6,58,SE,11 6,–,1021.3,0.2,2025-10-13
9:30 pm,16.3,13.0,58,SE,15 8,–,1021.3,0.2,2025-10-13
9:00 pm,16.3,13.4,59,SE,13 7,–,1021.1,0.2,2025-10-13
8:30 pm,16.4,12.7,58,SE,17 9,–,1020.9,0.2,2025-10-13
8:00 pm,16.4,13.6,59,SSE,13 7,–,1020.5,0.2,2025-10-13
7:30 pm,16.3,13.5,60,SE,13 7,–,1019.9,0.2,2025-10-13
7:00 pm,16.4,12.5,60,SE,19 10,–,1019.6,0.2,2025-10-13
6:30 pm,16.9,13.4,59,SE,17 9,–,1019.2,0.2,2025-10-13
6:00 pm,17.4,14.0,58,SE,17 9,–,1019.1,0.2,2025-10-13
5:30 pm,17.7,13.2,55,SE,22 12,–,1018.7,0.2,2025-10-13
5:00 pm,17.9,13.9,56,SSE,20 11,–,1018.3,0.2,2025-10-13
4:30 pm,18.7,13.6,54,SE,26 14,–,1017.9,0.2,2025-10-13
4:00 pm,18.8,13.9,51,SSE,24 13,–,1017.8,0.2,2025-10-13
3:30 pm,20.1,15.9,52,SE,22 12,–,1017.8,0.2,2025-10-13
