Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,6.5,3.8,81,ESE,7 4,9 5,1019.4,0.0,2025-10-13
11:00 pm,7.0,4.2,78,N,7 4,11 6,1019.4,0.0,2025-10-13
10:30 pm,8.7,6.5,70,S,4 2,9 5,1019.3,0.0,2025-10-13
10:00 pm,9.8,6.0,66,ENE,13 7,15 8,1019.3,0.0,2025-10-13
9:30 pm,10.8,5.9,54,NE,17 9,24 13,1019.1,0.0,2025-10-13
9:00 pm,11.5,6.2,43,NE,17 9,19 10,1018.9,0.0,2025-10-13
8:30 pm,11.7,6.8,43,NNE,15 8,19 10,1018.6,0.0,2025-10-13
8:00 pm,12.4,7.2,42,NNE,17 9,22 12,1018.3,0.0,2025-10-13
7:30 pm,13.6,8.2,36,NNE,17 9,22 12,1017.9,0.0,2025-10-13
7:00 pm,14.5,8.5,34,N,20 11,26 14,1017.5,0.0,2025-10-13
6:30 pm,15.6,9.8,34,NNW,20 11,30 16,1017.2,0.0,2025-10-13
6:00 pm,16.6,10.6,35,NNW,22 12,30 16,1017.0,0.0,2025-10-13
5:30 pm,17.2,10.1,34,NNW,28 15,35 19,1016.7,0.0,2025-10-13
5:00 pm,17.5,10.5,35,NNW,28 15,35 19,1016.3,0.0,2025-10-13
4:30 pm,17.4,10.5,37,N,28 15,33 18,1016.2,0.0,2025-10-13
