Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,9.1,5.9,57,N,7 4,11 6,1011.3,0.0,2025-10-13
11:00 pm,9.7,5.4,55,N,13 7,22 12,1011.5,0.0,2025-10-13
10:30 pm,9.9,4.5,55,N,19 10,26 14,1012.1,0.0,2025-10-13
10:00 pm,10.4,5.0,52,N,19 10,30 16,1012.5,0.0,2025-10-13
9:30 pm,10.7,6.4,51,N,13 7,19 10,1012.7,0.0,2025-10-13
9:00 pm,10.7,6.4,51,N,13 7,19 10,1012.6,0.0,2025-10-13
8:30 pm,10.9,8.4,52,N,4 2,9 5,1012.6,0.0,2025-10-13
8:00 pm,11.6,7.3,49,N,13 7,20 11,1012.6,0.0,2025-10-13
7:30 pm,11.8,8.3,49,N,9 5,11 6,1012.4,0.0,2025-10-13
7:00 pm,12.7,7.7,46,N,17 9,24 13,1012.4,0.0,2025-10-13
6:30 pm,13.3,10.3,43,N,6 3,13 7,1012.6,0.0,2025-10-13
6:00 pm,13.5,8.4,41,N,17 9,22 12,1012.9,0.0,2025-10-13
5:30 pm,14.3,11.1,40,NW,7 4,13 7,1013.1,0.0,2025-10-13
5:00 pm,14.1,9.3,39,N,15 8,22 12,1013.2,0.0,2025-10-13
4:30 pm,15.8,11.4,35,N,13 7,24 13,1013.2,0.0,2025-10-13
4:00 pm,14.9,9.1,36,N,20 11,30 16,1013.3,0.0,2025-10-13
3:30 pm,15.9,9.9,36,N,22 12,32 17,1013.4,0.0,2025-10-13
