Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,8.6,7.0,85,SSE,4 2,7 4,1033.5,0.0,2025-09-22
11:00 pm,8.9,6.7,82,SSE,7 4,9 5,1033.7,0.0,2025-09-22
10:30 pm,8.5,6.4,83,SSE,6 3,9 5,1033.7,0.0,2025-09-22
10:00 pm,8.7,6.6,81,SSE,6 3,9 5,1033.8,0.0,2025-09-22
