Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,20.0,18.3,57,NW,11 6,20 11,1009.1,0.6,2025-10-05
11:00 pm,19.5,18.4,62,N,9 5,17 9,1009.6,0.6,2025-10-05
10:30 pm,19.3,17.6,64,NW,13 7,22 12,1010.1,0.6,2025-10-05
10:00 pm,19.6,17.7,61,NW,13 7,24 13,1010.8,0.6,2025-10-05
9:30 pm,19.2,18.1,63,NW,9 5,17 9,1011.5,0.6,2025-10-05
9:00 pm,18.6,17.9,65,WNW,7 4,17 9,1011.4,0.4,2025-10-05
8:30 pm,18.0,17.5,69,WSW,6 3,13 7,1010.5,0.4,2025-10-05
8:00 pm,17.7,16.6,69,SSW,9 5,15 8,1010.4,0.2,2025-10-05
7:30 pm,17.2,15.8,72,SSW,11 6,20 11,1009.5,0.2,2025-10-05
7:00 pm,18.3,16.7,64,SW,11 6,22 12,1010.3,0.0,2025-10-05
6:30 pm,19.1,16.2,59,S,17 9,30 16,1009.0,0.0,2025-10-05
6:14 pm,22.6,22.5,51,WNW,4 2,24 13,1009.2,0.0,2025-10-05
6:04 pm,23.0,24.0,54,CALM,0 0,6 3,1008.5,0.0,2025-10-05
6:00 pm,23.5,24.0,51,NNE,2 1,7 4,1007.8,0.0,2025-10-05
5:30 pm,24.9,23.2,39,NNW,9 5,20 11,1008.2,0.0,2025-10-05
