Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,13.5,11.7,83,SSW,11 6,20 11,1016.8,0.0,2025-10-16
11:00 pm,13.7,12.3,83,SSW,9 5,17 9,1016.6,0.0,2025-10-16
