Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,14.8,13.1,79,W,11 6,17 9,1015.5,0.0,2025-10-10
11:00 pm,15.1,13.4,77,W,11 6,15 8,1015.7,0.0,2025-10-10
10:30 pm,15.1,13.6,75,W,9 5,15 8,1015.8,0.0,2025-10-10
10:00 pm,15.2,13.8,76,W,9 5,15 8,1015.8,0.0,2025-10-10
