Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,23.8,27.4,82,SE,2 1,6 3,1009.1,0.2,2025-02-16
11:00 pm,23.8,27.5,83,SE,2 1,6 3,1009.4,0.2,2025-02-16
10:30 pm,24.1,27.7,81,SE,2 1,6 3,1009.6,0.2,2025-02-16
10:00 pm,24.6,27.9,79,E,4 2,7 4,1009.7,0.2,2025-02-16
9:30 pm,24.7,27.9,78,E,4 2,9 5,1009.9,0.2,2025-02-16
9:00 pm,24.7,28.0,75,E,2 1,7 4,1009.9,0.2,2025-02-16
8:30 pm,25.0,27.5,69,ESE,4 2,6 3,1010.0,0.2,2025-02-16
8:00 pm,25.2,27.7,69,E,4 2,6 3,1010.0,0.2,2025-02-16
7:30 pm,25.5,28.1,68,E,4 2,9 5,1009.9,0.2,2025-02-16
7:00 pm,25.9,28.0,67,E,7 4,13 7,1009.8,0.2,2025-02-16
6:30 pm,26.3,28.4,66,E,7 4,13 7,1009.6,0.2,2025-02-16
6:00 pm,26.6,27.9,64,ENE,11 6,17 9,1009.2,0.2,2025-02-16
5:30 pm,27.1,28.8,66,ENE,11 6,20 11,1009.0,0.2,2025-02-16
5:00 pm,27.7,29.9,65,E,9 5,20 11,1008.7,0.2,2025-02-16
4:30 pm,27.9,29.9,65,E,11 6,22 12,1008.6,0.2,2025-02-16
4:00 pm,28.9,29.6,54,E,13 7,24 13,1008.5,0.2,2025-02-16
3:30 pm,29.0,30.1,57,E,13 7,24 13,1008.8,0.2,2025-02-16
3:00 pm,30.3,31.3,50,E,11 6,19 10,1008.5,0.2,2025-02-16
2:30 pm,29.6,30.4,53,E,13 7,20 11,1008.7,0.2,2025-02-16
2:00 pm,30.0,31.1,51,E,11 6,17 9,1009.0,0.2,2025-02-16
1:30 pm,29.3,30.1,53,ENE,13 7,26 14,1009.5,0.2,2025-02-16
1:00 pm,30.2,31.0,54,E,15 8,24 13,1010.0,0.2,2025-02-16
12:30 pm,29.6,31.3,54,E,9 5,15 8,1010.4,0.2,2025-02-16
12:00 pm,29.7,31.3,61,E,15 8,24 13,1010.6,0.2,2025-02-16
11:30 am,30.1,32.3,59,E,11 6,20 11,1011.1,0.2,2025-02-16
11:00 am,29.1,32.6,66,E,7 4,19 10,1011.3,0.2,2025-02-16
