Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,9.6,7.4,78,ESE,7 4,9 5,1013.2,0.0,2025-09-27
11:00 pm,9.4,7.1,79,SE,7 4,11 6,1013.5,0.0,2025-09-27
10:30 pm,9.6,7.4,80,ESE,7 4,9 5,1013.6,0.0,2025-09-27
10:00 pm,10.1,8.1,77,ESE,6 3,9 5,1013.6,0.0,2025-09-27
9:30 pm,9.6,8.1,74,N,2 1,6 3,1013.6,0.0,2025-09-27
9:00 pm,11.7,10.7,67,CALM,0 0,0 0,1013.5,0.0,2025-09-27
8:30 pm,15.3,12.5,58,N,11 6,20 11,1013.6,0.0,2025-09-27
8:00 pm,13.5,11.2,60,E,7 4,7 4,1012.9,0.0,2025-09-27
7:30 pm,11.3,9.3,63,NW,4 2,7 4,1012.9,0.0,2025-09-27
7:00 pm,16.3,13.6,49,NW,9 5,13 7,1012.7,0.0,2025-09-27
6:30 pm,16.6,13.2,50,NW,13 7,17 9,1012.6,0.0,2025-09-27
6:00 pm,17.2,14.0,50,NNW,13 7,17 9,1012.4,0.0,2025-09-27
5:30 pm,19.3,14.8,45,NW,20 11,28 15,1012.2,0.0,2025-09-27
5:00 pm,20.4,14.3,40,NW,28 15,39 21,1012.1,0.0,2025-09-27
4:30 pm,21.6,15.8,37,NW,26 14,35 19,1011.9,0.0,2025-09-27
4:00 pm,22.3,15.0,33,NW,33 18,54 29,1011.9,0.0,2025-09-27
3:58 pm,22.3,15.0,33,NW,33 18,54 29,1011.8,0.0,2025-09-27
3:30 pm,22.5,15.7,32,NW,30 16,41 22,1012.0,0.0,2025-09-27
3:00 pm,22.9,13.6,27,NW,41 22,59 32,1011.9,0.0,2025-09-27
2:55 pm,23.2,14.3,27,NW,39 21,59 32,1011.9,0.0,2025-09-27
2:30 pm,23.0,15.7,26,WNW,30 16,39 21,1012.0,0.0,2025-09-27
2:00 pm,23.5,15.9,26,NW,32 17,41 22,1012.2,0.0,2025-09-27
1:42 pm,23.6,16.1,27,NW,32 17,50 27,1012.2,0.0,2025-09-27
1:30 pm,23.1,14.5,26,NW,37 20,54 29,1012.3,0.0,2025-09-27
1:21 pm,23.5,15.9,28,NW,33 18,52 28,1012.4,0.0,2025-09-27
