Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,12.8,11.9,86,W,6 3,11 6,1016.8,0.0,2025-09-27
11:00 pm,12.0,12.0,87,CALM,0 0,0 0,1016.8,0.0,2025-09-27
10:30 pm,11.8,10.9,85,WSW,4 2,6 3,1016.9,0.0,2025-09-27
10:00 pm,12.1,10.8,83,SW,6 3,9 5,1017.2,0.0,2025-09-27
