Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,12.6,12.4,78,CALM,0 0,0 0,1018.4,0.0,2025-10-17
11:00 pm,13.2,11.9,77,S,6 3,7 4,1018.4,0.0,2025-10-17
