Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,9.9,4.2,52,N,20 11,37 20,1005.6,0.6,2025-10-17
11:00 pm,10.3,4.2,49,NNE,22 12,35 19,1006.0,0.6,2025-10-17
10:36 pm,10.7,3.4,47,N,28 15,46 25,1006.0,0.6,2025-10-17
10:30 pm,10.5,4.3,46,N,22 12,41 22,1006.0,0.6,2025-10-17
10:00 pm,10.6,4.2,43,N,22 12,35 19,1006.0,0.6,2025-10-17
9:30 pm,10.6,4.8,42,N,19 10,30 16,1006.4,0.6,2025-10-17
9:00 pm,10.6,5.4,40,N,15 8,26 14,1007.1,0.6,2025-10-17
8:30 pm,11.0,5.2,41,N,19 10,35 19,1007.2,0.6,2025-10-17
8:00 pm,11.3,5.4,42,N,20 11,32 17,1006.8,0.6,2025-10-17
7:30 pm,11.8,4.1,36,NNW,28 15,50 27,1006.6,0.6,2025-10-17
7:00 pm,12.4,4.2,40,NNW,32 17,54 29,1006.5,0.6,2025-10-17
6:41 pm,12.8,5.0,39,NNW,30 16,48 26,1006.4,0.6,2025-10-17
6:30 pm,13.2,4.5,38,NNW,35 19,52 28,1006.4,0.6,2025-10-17
6:04 pm,13.6,5.1,34,NNW,33 18,59 32,1006.4,0.6,2025-10-17
6:00 pm,13.7,5.4,34,NNW,32 17,48 26,1006.5,0.6,2025-10-17
5:47 pm,14.7,7.1,31,NW,28 15,54 29,1006.3,0.6,2025-10-17
5:30 pm,14.4,6.3,36,NW,32 17,46 25,1006.4,0.6,2025-10-17
5:00 pm,14.8,5.6,33,NNW,37 20,56 30,1006.3,0.6,2025-10-17
4:30 pm,14.6,5.1,34,NNW,39 21,61 33,1006.4,0.6,2025-10-17
