Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
1:00 pm,31.1,27.8,21,WNW,13 7,–,1008.3,0.0,2025-10-12
12:30 pm,30.8,27.4,21,NW,13 7,–,1008.9,0.0,2025-10-12
12:00 pm,30.5,26.1,22,WNW,19 10,–,1009.2,0.0,2025-10-12
11:30 am,29.8,25.2,19,N,17 9,–,1010.0,0.0,2025-10-12
11:00 am,29.0,25.4,22,WNW,13 7,–,1010.6,0.0,2025-10-12
10:30 am,28.7,25.5,25,NW,13 7,–,1010.8,0.0,2025-10-12
10:00 am,27.5,24.5,22,WNW,9 5,–,1011.3,0.0,2025-10-12
9:30 am,26.1,22.8,25,WNW,11 6,–,1011.3,0.0,2025-10-12
9:00 am,24.4,21.3,26,WNW,9 5,–,1011.5,0.0,2025-10-12
8:30 am,22.6,18.9,30,NNW,13 7,–,1011.5,0.0,2025-10-12
8:00 am,21.6,19.4,30,NE,4 2,–,1011.2,0.0,2025-10-12
7:30 am,20.1,17.4,32,ENE,6 3,–,1011.2,0.0,2025-10-12
7:00 am,19.2,17.7,44,NNE,4 2,–,1011.1,0.0,2025-10-12
6:30 am,18.9,16.7,36,ENE,4 2,–,1011.0,0.0,2025-10-12
6:00 am,19.0,17.2,36,N,2 1,–,1010.9,0.0,2025-10-12
5:30 am,18.9,17.1,36,N,2 1,–,1010.6,0.0,2025-10-12
5:00 am,19.1,16.2,39,NE,9 5,–,1010.5,0.0,2025-10-12
4:30 am,19.6,17.3,38,NE,6 3,–,1010.7,0.0,2025-10-12
4:00 am,19.5,17.3,34,N,4 2,–,1011.0,0.0,2025-10-12
3:30 am,19.3,16.6,33,NE,6 3,–,1011.4,0.0,2025-10-12
3:00 am,19.6,18.1,33,CALM,0 0,–,1011.8,0.0,2025-10-12
2:30 am,19.7,17.8,33,WSW,2 1,–,1011.9,0.0,2025-10-12
2:00 am,19.5,17.5,37,W,4 2,–,1012.5,0.0,2025-10-12
1:30 am,18.9,16.0,39,W,9 5,–,1012.9,0.0,2025-10-12
1:00 am,20.2,17.3,36,WNW,9 5,–,1013.1,0.0,2025-10-12
12:30 am,20.4,17.9,34,W,6 3,–,1013.3,0.0,2025-10-12
12:00 am,20.7,18.0,33,W,7 4,–,1013.3,0.0,2025-10-12
