Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,12.2,2.5,53,N,43 23,67 36,998.0,3.2,2025-10-09
11:00 pm,12.0,3.0,52,N,39 21,61 33,997.9,3.2,2025-10-09
10:30 pm,11.7,3.4,52,N,35 19,56 30,998.6,3.2,2025-10-09
10:00 pm,11.9,1.9,51,N,44 24,72 39,998.4,3.2,2025-10-09
9:36 pm,12.1,0.9,49,N,50 27,85 46,998.0,3.2,2025-10-09
9:30 pm,11.9,2.0,50,N,43 23,67 36,998.1,3.2,2025-10-09
9:00 pm,11.9,3.1,48,N,37 20,61 33,998.2,3.2,2025-10-09
8:30 pm,11.9,2.3,48,N,41 22,65 35,997.8,3.2,2025-10-09
8:20 pm,11.9,2.7,48,N,39 21,69 37,997.7,3.2,2025-10-09
8:02 pm,11.8,2.2,49,N,41 22,83 45,997.2,3.2,2025-10-09
8:00 pm,11.6,2.8,50,N,37 20,69 37,997.4,3.2,2025-10-09
7:30 pm,11.2,3.3,54,N,33 18,57 31,998.2,3.2,2025-10-09
7:12 pm,11.0,4.1,56,N,28 15,46 25,998.5,3.2,2025-10-09
7:00 pm,10.8,3.5,57,N,30 16,43 23,998.6,3.2,2025-10-09
6:30 pm,11.0,3.1,55,N,33 18,54 29,998.6,3.2,2025-10-09
6:00 pm,11.8,1.3,50,N,46 25,70 38,997.9,3.2,2025-10-09
5:45 pm,11.4,-0.2,52,N,52 28,76 41,997.9,3.2,2025-10-09
5:43 pm,11.4,0.6,52,N,48 26,76 41,997.8,3.2,2025-10-09
5:30 pm,12.1,3.0,50,N,39 21,65 35,998.0,3.2,2025-10-09
5:05 pm,13.8,6.6,41,N,28 15,57 31,997.5,3.2,2025-10-09
5:00 pm,14.1,7.1,43,N,28 15,43 23,997.4,3.2,2025-10-09
4:30 pm,13.6,5.9,46,N,32 17,50 27,997.4,3.2,2025-10-09
4:00 pm,13.4,4.7,46,N,37 20,65 35,997.6,3.2,2025-10-09
3:51 pm,13.1,4.0,46,N,39 21,65 35,997.7,3.2,2025-10-09
3:39 pm,11.8,4.9,54,N,28 15,46 25,997.3,3.2,2025-10-09
3:30 pm,11.7,4.3,60,N,32 17,44 24,998.0,3.2,2025-10-09
