Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:00 am,18.9,16.2,47,NW,11 6,17 9,1022.5,0.0,2025-10-15
10:30 am,16.4,13.7,48,W,9 5,15 8,1023.0,0.0,2025-10-15
10:00 am,15.3,13.3,54,WNW,6 3,11 6,1023.1,0.0,2025-10-15
9:30 am,13.0,10.1,58,NW,9 5,9 5,1023.2,0.0,2025-10-15
9:00 am,11.4,10.3,65,CALM,0 0,6 3,1023.1,0.0,2025-10-15
8:30 am,10.2,7.6,67,ESE,7 4,9 5,1022.9,0.0,2025-10-15
8:00 am,7.3,6.0,80,CALM,0 0,7 4,1022.9,0.0,2025-10-15
7:30 am,4.8,2.1,94,NNE,7 4,9 5,1022.9,0.0,2025-10-15
7:00 am,3.6,0.9,95,ESE,6 3,7 4,1022.7,0.0,2025-10-15
6:30 am,1.8,-0.5,91,N,2 1,9 5,1022.2,0.0,2025-10-15
6:00 am,2.5,0.7,93,CALM,0 0,0 0,1021.8,0.0,2025-10-15
5:30 am,2.3,-0.7,90,N,6 3,9 5,1021.5,0.0,2025-10-15
5:00 am,2.8,1.0,88,CALM,0 0,0 0,1021.0,0.0,2025-10-15
4:30 am,4.0,1.0,88,SE,7 4,9 5,1020.7,0.0,2025-10-15
4:00 am,4.0,1.1,84,E,6 3,9 5,1020.8,0.0,2025-10-15
3:30 am,4.2,2.2,88,SE,2 1,7 4,1020.7,0.0,2025-10-15
3:00 am,4.7,1.8,81,ESE,6 3,9 5,1020.6,0.0,2025-10-15
2:30 am,4.9,3.1,76,CALM,0 0,0 0,1020.4,0.0,2025-10-15
2:00 am,4.7,2.9,78,CALM,0 0,0 0,1020.6,0.0,2025-10-15
1:30 am,6.0,3.6,76,ENE,4 2,9 5,1020.7,0.0,2025-10-15
1:00 am,6.2,2.5,76,SE,11 6,13 7,1020.8,0.0,2025-10-15
12:30 am,8.0,5.7,69,SE,4 2,9 5,1021.0,0.0,2025-10-15
12:00 am,6.3,3.5,73,ESE,6 3,7 4,1020.8,0.0,2025-10-15
