Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,6.4,2.3,62,WSW,11 6,20 11,1010.2,2.4,2025-10-12
11:00 pm,7.0,3.2,59,SSW,9 5,15 8,1010.0,2.4,2025-10-12
10:30 pm,7.1,2.6,60,WSW,13 7,20 11,1009.5,2.4,2025-10-12
10:00 pm,7.1,0.6,61,W,24 13,35 19,1008.8,2.4,2025-10-12
9:30 pm,7.1,2.8,65,WSW,13 7,19 10,1008.8,2.4,2025-10-12
9:00 pm,6.9,3.1,70,WSW,11 6,20 11,1008.4,2.4,2025-10-12
8:30 pm,6.6,0.7,72,W,22 12,32 17,1007.6,2.4,2025-10-12
8:00 pm,7.2,2.3,70,WSW,17 9,26 14,1006.8,2.4,2025-10-12
7:30 pm,7.3,4.0,71,WSW,9 5,19 10,1006.2,2.4,2025-10-12
7:00 pm,7.2,2.5,74,W,17 9,24 13,1005.7,2.4,2025-10-12
6:30 pm,7.3,1.8,79,W,22 12,33 18,1005.5,2.4,2025-10-12
6:17 pm,8.2,3.0,68,WNW,19 10,41 22,1005.2,2.0,2025-10-12
6:00 pm,9.0,5.9,68,NE,9 5,13 7,1004.8,2.0,2025-10-12
5:30 pm,9.2,6.4,67,NNE,7 4,11 6,1004.6,2.0,2025-10-12
5:00 pm,8.9,6.3,73,NE,7 4,9 5,1004.4,2.0,2025-10-12
4:30 pm,8.8,3.4,64,WSW,20 11,39 21,1004.3,0.8,2025-10-12
