Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,12.7,8.5,47,N,13 7,15 8,1013.2,0.0,2025-10-11
11:00 pm,11.7,7.9,51,N,11 6,13 7,1013.7,0.0,2025-10-11
10:30 pm,12.0,8.6,50,N,9 5,11 6,1013.7,0.0,2025-10-11
10:00 pm,11.1,8.2,52,NNE,6 3,7 4,1013.7,0.0,2025-10-11
9:30 pm,12.3,8.7,45,W,9 5,15 8,1013.9,0.0,2025-10-11
9:00 pm,15.8,11.1,37,W,15 8,24 13,1013.8,0.0,2025-10-11
8:30 pm,16.3,11.2,35,W,17 9,26 14,1013.6,0.0,2025-10-11
8:00 pm,16.1,11.8,36,W,13 7,20 11,1013.1,0.0,2025-10-11
7:30 pm,16.6,11.9,35,W,15 8,22 12,1012.7,0.0,2025-10-11
7:00 pm,17.6,12.1,31,WNW,19 10,32 17,1012.3,0.0,2025-10-11
6:30 pm,18.5,12.4,30,WNW,22 12,33 18,1012.1,0.0,2025-10-11
6:00 pm,19.3,11.6,27,WNW,30 16,43 23,1011.8,0.0,2025-10-11
5:30 pm,19.8,11.1,26,WNW,35 19,54 29,1011.6,0.0,2025-10-11
5:21 pm,19.9,12.2,26,WNW,30 16,48 26,1011.4,0.0,2025-10-11
5:00 pm,20.1,12.0,26,WNW,32 17,44 24,1011.3,0.0,2025-10-11
4:30 pm,20.5,11.9,26,NW,35 19,56 30,1011.3,0.0,2025-10-11
4:18 pm,21.1,14.0,27,WNW,28 15,46 25,1011.2,0.0,2025-10-11
