Time (AWST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,14.0,12.3,77,S,9 5,13 7,1021.6,0.0,2025-10-11
11:00 pm,14.1,12.4,76,SSW,9 5,15 8,1021.6,0.0,2025-10-11
10:30 pm,14.7,12.6,73,S,11 6,17 9,1021.5,0.0,2025-10-11
10:00 pm,15.2,13.2,72,S,11 6,17 9,1021.6,0.0,2025-10-11
9:30 pm,15.4,13.9,72,SSW,9 5,17 9,1021.6,0.0,2025-10-11
9:00 pm,15.8,13.9,71,SSW,11 6,20 11,1021.8,0.0,2025-10-11
8:30 pm,16.2,13.5,69,SSW,15 8,22 12,1021.9,0.0,2025-10-11
