Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,16.0,15.3,67,SSE,4 2,7 4,1022.3,0.0,2024-04-02
11:00 pm,16.0,15.7,68,SSE,2 1,6 3,1022.2,0.0,2024-04-02
10:30 pm,16.6,15.1,61,S,7 4,13 7,1022.0,0.0,2024-04-02
10:00 pm,17.1,15.2,59,S,9 5,17 9,1021.8,0.0,2024-04-02
9:30 pm,17.4,15.7,61,SW,9 5,15 8,1021.5,0.0,2024-04-02
9:00 pm,17.6,15.0,59,SSW,13 7,22 12,1021.3,0.0,2024-04-02
8:30 pm,17.3,15.3,57,SSW,9 5,15 8,1021.2,0.0,2024-04-02
8:00 pm,17.5,15.0,55,SSW,11 6,20 11,1021.0,0.0,2024-04-02
7:30 pm,17.5,14.7,55,SSW,13 7,20 11,1021.0,0.0,2024-04-02
