Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,22.9,26.2,83,N,2 1,6 3,1016.4,0.2,2024-04-02
11:00 pm,23.2,26.1,81,NNE,4 2,11 6,1016.6,0.2,2024-04-02
10:30 pm,23.3,26.1,80,NNE,4 2,9 5,1016.7,0.2,2024-04-02
10:00 pm,23.4,26.4,81,N,4 2,9 5,1016.8,0.2,2024-04-02
9:30 pm,23.7,26.2,79,NNE,6 3,11 6,1016.7,0.2,2024-04-02
9:00 pm,23.8,26.7,79,NNE,4 2,9 5,1016.5,0.2,2024-04-02
8:30 pm,24.0,26.6,79,N,6 3,11 6,1016.4,0.2,2024-04-02
8:00 pm,24.0,26.5,78,N,6 3,13 7,1016.4,0.2,2024-04-02
7:30 pm,24.0,26.8,77,NNE,4 2,6 3,1016.1,0.2,2024-04-02
7:00 pm,24.2,26.6,76,N,6 3,9 5,1015.7,0.2,2024-04-02
