Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
7:30 pm,24.8,26.9,72,ESE,7 4,–,998.5,0.0,2025-11-25
7:00 pm,24.8,27.0,73,ESE,7 4,–,998.2,0.0,2025-11-25
6:30 pm,24.8,27.6,73,SE,4 2,–,998.2,0.0,2025-11-25
6:00 pm,24.5,27.1,76,E,6 3,–,998.5,0.0,2025-11-25
5:30 pm,24.0,25.6,78,NE,11 6,–,998.8,0.0,2025-11-25
5:00 pm,23.5,24.7,81,ENE,13 7,–,998.5,0.0,2025-11-25
4:30 pm,23.6,24.7,79,ENE,13 7,–,998.2,0.0,2025-11-25
4:00 pm,23.5,24.5,78,ENE,13 7,–,997.7,0.0,2025-11-25
3:30 pm,23.6,23.7,76,E,17 9,–,997.9,0.0,2025-11-25
3:00 pm,24.2,24.0,71,ENE,17 9,–,998.1,0.0,2025-11-25
2:30 pm,24.8,24.4,70,ENE,19 10,–,997.8,0.0,2025-11-25
2:00 pm,25.8,25.1,67,E,22 12,–,998.1,0.0,2025-11-25
1:30 pm,23.8,21.8,72,E,26 14,–,998.4,0.0,2025-11-25
1:00 pm,25.9,25.6,66,E,19 10,–,998.7,0.0,2025-11-25
12:30 pm,26.0,26.1,63,NE,15 8,–,999.1,0.0,2025-11-25
12:00 pm,26.2,25.6,64,ENE,20 11,–,999.2,0.0,2025-11-25
11:30 am,26.4,26.4,63,ENE,17 9,–,999.6,0.0,2025-11-25
11:00 am,26.1,25.9,63,ENE,17 9,–,1000.4,0.0,2025-11-25
10:30 am,24.5,24.3,65,ENE,15 8,–,1001.0,0.0,2025-11-25
10:00 am,24.0,22.8,67,NE,20 11,–,1001.4,0.0,2025-11-25
9:30 am,24.2,22.9,65,E,20 11,–,1001.6,0.0,2025-11-25
9:00 am,22.4,22.8,69,NE,9 5,–,1001.8,0.0,2025-11-25
8:30 am,20.7,20.0,76,N,15 8,–,1002.5,0.0,2025-11-25
8:00 am,19.8,19.4,75,NNE,11 6,–,1002.8,0.0,2025-11-25
7:30 am,19.0,19.0,79,NNE,9 5,–,1002.9,0.0,2025-11-25
7:00 am,18.3,18.6,81,NE,7 4,–,1003.3,0.0,2025-11-25
6:30 am,17.7,18.4,82,NE,4 2,–,1003.5,0.0,2025-11-25
6:00 am,17.4,18.2,84,NNE,4 2,–,1003.6,0.0,2025-11-25
5:30 am,17.4,17.6,82,NE,6 3,–,1003.4,0.0,2025-11-25
5:00 am,17.4,17.6,81,N,6 3,–,1003.9,0.0,2025-11-25
4:30 am,17.4,17.6,82,NW,6 3,–,1004.5,0.0,2025-11-25
4:00 am,17.5,18.1,81,NW,4 2,–,1004.5,0.0,2025-11-25
3:30 am,17.8,17.1,80,NNW,11 6,–,1004.1,0.0,2025-11-25
3:00 am,18.1,16.6,78,NNE,15 8,–,1003.8,0.0,2025-11-25
2:30 am,18.2,18.7,77,WNW,4 2,–,1005.5,0.0,2025-11-25
2:26 am,18.2,–,77,–,–,–,1006.0,0.0,2025-11-25
2:00 am,18.6,16.7,76,WSW,17 9,–,1008.2,0.0,2025-11-25
1:30 am,18.5,18.2,77,SSE,9 5,–,1006.9,0.0,2025-11-25
1:00 am,18.5,18.8,77,S,6 3,–,1007.0,0.0,2025-11-25
12:30 am,18.6,18.3,76,SW,9 5,–,1007.8,0.0,2025-11-25
12:00 am,18.7,18.0,76,S,11 6,–,1007.4,0.0,2025-11-25
