Time (AWST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,14.6,15.7,93,CALM,0 0,0 0,1017.5,0.0,2025-10-15
11:00 pm,14.6,15.5,89,CALM,0 0,0 0,1017.5,0.0,2025-10-15
10:30 pm,14.8,15.9,92,CALM,0 0,0 0,1017.4,0.0,2025-10-15
10:00 pm,14.3,15.2,91,CALM,0 0,0 0,1017.6,0.0,2025-10-15
9:30 pm,14.8,15.7,89,CALM,0 0,0 0,1017.7,0.0,2025-10-15
9:00 pm,15.9,16.6,79,CALM,0 0,6 3,1017.6,0.0,2025-10-15
8:30 pm,16.4,15.9,75,S,6 3,9 5,1017.6,0.0,2025-10-15
