Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
7:00 am,14.0,11.7,72,SSE,11 6,17 9,1010.4,1.4,2024-11-07
6:30 am,14.0,11.9,75,SSE,11 6,20 11,1010.2,1.4,2024-11-07
6:00 am,14.1,12.4,76,S,9 5,19 10,1010.0,1.4,2024-11-07
5:30 am,14.3,12.8,79,SSE,9 5,19 10,1009.9,1.4,2024-11-07
5:00 am,14.3,13.5,80,SSE,6 3,13 7,1010.1,1.2,2024-11-07
4:30 am,14.3,12.7,83,S,11 6,20 11,1010.0,1.2,2024-11-07
4:00 am,14.2,13.7,86,WSW,6 3,13 7,1009.9,1.2,2024-11-07
3:59 am,14.2,14.0,86,WSW,4 2,11 6,1009.9,1.2,2024-11-07
3:46 am,14.3,14.0,82,W,4 2,9 5,1010.1,1.0,2024-11-07
3:30 am,14.6,13.4,76,W,7 4,11 6,1009.8,0.6,2024-11-07
3:00 am,14.8,14.1,73,W,4 2,9 5,1010.0,0.6,2024-11-07
2:30 am,14.9,13.8,72,W,6 3,11 6,1009.9,0.6,2024-11-07
2:00 am,15.4,14.4,71,WSW,6 3,11 6,1010.3,0.6,2024-11-07
1:30 am,15.7,14.4,75,SSE,9 5,15 8,1010.3,0.6,2024-11-07
1:00 am,15.8,14.2,75,S,11 6,15 8,1010.5,0.6,2024-11-07
12:30 am,15.8,14.5,75,S,9 5,13 7,1010.8,0.6,2024-11-07
12:00 am,15.8,14.9,75,SSE,7 4,15 8,1011.3,0.6,2024-11-07
