Time (AWST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,14.0,13.7,78,SSW,2 1,6 3,1011.8,0.0,2025-10-02
11:00 pm,13.8,13.7,75,CALM,0 0,0 0,1011.9,0.0,2025-10-02
10:30 pm,14.7,13.9,72,S,4 2,7 4,1012.0,0.0,2025-10-02
10:00 pm,15.2,15.0,67,CALM,0 0,4 2,1012.2,0.0,2025-10-02
9:30 pm,16.3,15.1,64,S,6 3,9 5,1012.5,0.0,2025-10-02
9:00 pm,17.3,15.8,56,S,6 3,9 5,1012.7,0.0,2025-10-02
8:30 pm,17.3,16.4,59,S,4 2,9 5,1012.9,0.0,2025-10-02
8:00 pm,17.5,16.4,61,SSW,6 3,9 5,1012.9,0.0,2025-10-02
7:30 pm,18.7,17.7,52,SSW,4 2,9 5,1012.6,0.0,2025-10-02
