Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,23.7,19.1,33,NNW,20 11,–,1013.6,0.0,2025-10-05
11:00 pm,23.2,18.7,35,NNW,20 11,–,1013.8,0.0,2025-10-05
10:30 pm,23.1,21.5,38,WNW,6 3,–,1014.2,0.0,2025-10-05
10:00 pm,22.7,21.6,40,SSW,4 2,–,1014.3,0.0,2025-10-05
9:30 pm,22.5,22.2,45,SW,2 1,–,1014.6,0.0,2025-10-05
9:00 pm,21.7,20.8,49,ESE,6 3,–,1014.8,0.0,2025-10-05
8:30 pm,21.2,22.9,73,SW,2 1,–,1014.8,0.0,2025-10-05
8:00 pm,21.5,22.6,73,ESE,6 3,–,1014.6,0.0,2025-10-05
7:30 pm,21.5,23.2,72,SSW,2 1,–,1014.4,0.0,2025-10-05
7:00 pm,22.0,23.4,71,S,4 2,–,1014.0,0.0,2025-10-05
6:30 pm,22.5,22.7,66,E,9 5,–,1013.7,0.0,2025-10-05
6:00 pm,23.5,23.4,59,E,9 5,–,1013.7,0.0,2025-10-05
5:30 pm,24.4,24.3,52,ENE,7 4,–,1013.9,0.0,2025-10-05
5:00 pm,24.0,21.5,54,ESE,20 11,–,1014.1,0.0,2025-10-05
4:30 pm,24.5,23.3,55,ESE,15 8,–,1014.3,0.0,2025-10-05
4:00 pm,24.7,22.6,59,ESE,22 12,–,1014.5,0.0,2025-10-05
3:30 pm,24.9,24.5,54,E,11 6,–,1014.8,0.0,2025-10-05
