Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:00 am,17.3,16.1,55,ESE,4 2,11 6,1013.2,0.0,2025-10-21
10:30 am,15.2,13.3,57,NW,6 3,9 5,1013.4,0.0,2025-10-21
10:00 am,14.9,13.0,61,NNE,7 4,13 7,1013.7,0.0,2025-10-21
9:30 am,14.5,13.1,62,SSE,4 2,9 5,1014.1,0.0,2025-10-21
9:00 am,14.3,13.0,64,SE,4 2,7 4,1014.6,1.2,2025-10-21
8:30 am,13.5,13.1,70,CALM,0 0,0 0,1014.7,1.2,2025-10-21
8:00 am,11.6,10.7,77,N,2 1,6 3,1014.8,1.2,2025-10-21
7:30 am,10.9,8.9,78,N,7 4,9 5,1014.8,1.2,2025-10-21
7:00 am,10.8,8.9,80,N,7 4,11 6,1015.0,1.2,2025-10-21
6:30 am,9.6,9.3,93,CALM,0 0,0 0,1014.8,1.2,2025-10-21
6:00 am,9.8,9.4,91,CALM,0 0,0 0,1014.4,1.2,2025-10-21
5:30 am,10.0,9.5,87,CALM,0 0,0 0,1014.3,1.2,2025-10-21
5:00 am,10.5,9.9,81,CALM,0 0,0 0,1014.0,1.2,2025-10-21
4:30 am,11.0,9.9,77,WSW,2 1,7 4,1014.1,1.2,2025-10-21
4:00 am,11.5,10.0,74,W,4 2,11 6,1014.2,1.2,2025-10-21
3:30 am,11.8,9.8,73,W,7 4,15 8,1014.4,1.2,2025-10-21
3:00 am,11.7,9.6,72,W,7 4,13 7,1014.4,1.2,2025-10-21
2:30 am,11.7,9.6,72,W,7 4,11 6,1014.3,1.2,2025-10-21
2:00 am,11.7,10.6,73,WSW,2 1,9 5,1014.6,1.2,2025-10-21
1:30 am,11.6,10.5,72,SSW,2 1,7 4,1015.0,1.2,2025-10-21
1:00 am,11.9,10.7,69,SSW,2 1,9 5,1015.2,1.2,2025-10-21
12:30 am,11.9,11.3,73,CALM,0 0,0 0,1015.4,1.2,2025-10-21
12:00 am,12.7,10.8,67,W,6 3,11 6,1015.2,1.2,2025-10-21
