Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,17.9,14.3,62,E,20 11,–,1019.1,0.0,2025-10-18
11:00 pm,18.1,15.1,61,E,17 9,–,1019.0,0.0,2025-10-18
10:30 pm,18.2,14.6,61,E,20 11,–,1019.0,0.0,2025-10-18
10:00 pm,18.3,14.9,60,ESE,19 10,–,1019.1,0.0,2025-10-18
9:30 pm,18.4,14.4,60,ESE,22 12,–,1018.8,0.0,2025-10-18
9:00 pm,18.4,14.3,58,ESE,22 12,–,1018.4,0.0,2025-10-18
8:30 pm,18.5,14.3,57,E,22 12,–,1017.8,0.0,2025-10-18
8:00 pm,18.4,14.3,58,ESE,22 12,–,1017.4,0.0,2025-10-18
7:30 pm,18.5,14.3,56,ESE,22 12,–,1017.0,0.0,2025-10-18
7:00 pm,18.4,14.7,58,ESE,20 11,–,1016.5,0.0,2025-10-18
6:30 pm,18.6,14.4,56,ESE,22 12,–,1015.8,0.0,2025-10-18
6:00 pm,18.7,14.8,55,ESE,20 11,–,1015.2,0.0,2025-10-18
5:30 pm,19.3,15.6,61,ESE,22 12,–,1015.0,0.0,2025-10-18
5:00 pm,19.6,15.6,61,ESE,24 13,–,1014.7,0.0,2025-10-18
4:30 pm,21.2,18.1,56,ESE,20 11,–,1014.8,0.0,2025-10-18
4:00 pm,21.4,17.9,56,E,22 12,–,1014.7,0.0,2025-10-18
3:30 pm,21.3,18.1,55,E,20 11,–,1014.8,0.0,2025-10-18
