Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,9.0,8.0,78,CALM,0 0,0 0,1021.6,0.0,2025-10-14
11:00 pm,9.7,8.8,79,CALM,0 0,2 1,1021.7,0.0,2025-10-14
10:30 pm,10.7,9.7,79,NNE,2 1,6 3,1021.8,0.0,2025-10-14
10:00 pm,12.1,11.9,81,CALM,0 0,0 0,1021.8,0.0,2025-10-14
9:30 pm,11.9,11.5,79,CALM,0 0,0 0,1021.8,0.0,2025-10-14
9:00 pm,12.5,12.1,75,CALM,0 0,0 0,1021.7,0.0,2025-10-14
