Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,23.8,19.9,30,NE,15 8,22 12,1009.6,0.0,2025-10-18
11:00 pm,23.5,20.1,32,NE,13 7,22 12,1010.0,0.0,2025-10-18
