Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,14.8,10.8,51,N,15 8,20 11,1011.0,0.0,2025-10-04
11:00 pm,15.2,10.6,53,N,19 10,26 14,1011.5,0.0,2025-10-04
10:30 pm,17.8,11.8,38,N,24 13,32 17,1011.9,0.0,2025-10-04
10:00 pm,18.6,12.1,35,N,26 14,35 19,1012.4,0.0,2025-10-04
9:30 pm,18.9,12.8,34,N,24 13,30 16,1012.6,0.0,2025-10-04
9:00 pm,16.0,14.2,56,E,6 3,7 4,1013.0,0.0,2025-10-04
8:30 pm,17.5,14.7,50,NNW,11 6,19 10,1013.2,0.0,2025-10-04
8:00 pm,17.6,13.9,48,NW,15 8,19 10,1013.6,0.0,2025-10-04
7:30 pm,17.9,15.0,48,N,11 6,15 8,1013.9,0.0,2025-10-04
7:00 pm,18.3,15.4,46,N,11 6,15 8,1013.9,0.0,2025-10-04
6:30 pm,18.8,15.5,45,N,13 7,19 10,1013.8,0.0,2025-10-04
6:00 pm,19.4,15.7,43,N,15 8,26 14,1013.5,0.0,2025-10-04
5:30 pm,19.8,14.9,43,N,22 12,32 17,1013.7,0.0,2025-10-04
5:00 pm,20.3,14.8,39,N,24 13,35 19,1013.8,0.0,2025-10-04
4:30 pm,20.6,15.1,38,N,24 13,35 19,1014.0,0.0,2025-10-04
4:15 pm,20.8,14.4,36,N,28 15,46 25,1014.0,0.0,2025-10-04
