Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,13.3,12.0,81,WSW,7 4,9 5,1022.0,0.0,2025-10-02
11:00 pm,13.3,11.2,79,WSW,11 6,22 12,1022.1,0.0,2025-10-02
10:30 pm,13.9,10.8,71,W,15 8,20 11,1021.9,0.0,2025-10-02
10:00 pm,14.1,11.5,73,W,13 7,20 11,1021.6,0.0,2025-10-02
