Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,21.4,23.8,81,ENE,2 1,6 3,1016.3,0.0,2025-09-29
11:00 pm,21.2,23.5,80,N,2 1,6 3,1016.3,0.0,2025-09-29
10:30 pm,21.4,23.4,80,N,4 2,7 4,1016.3,0.0,2025-09-29
10:00 pm,21.1,23.4,81,NNW,2 1,7 4,1016.2,0.0,2025-09-29
9:30 pm,21.2,22.9,82,N,6 3,13 7,1016.0,0.0,2025-09-29
9:00 pm,21.2,23.3,83,N,4 2,7 4,1015.8,0.0,2025-09-29
8:30 pm,21.4,23.1,83,NNE,7 4,13 7,1015.5,0.0,2025-09-29
8:00 pm,21.6,23.3,82,NNE,7 4,19 10,1015.1,0.0,2025-09-29
7:30 pm,21.8,22.8,82,NNE,11 6,20 11,1014.9,0.0,2025-09-29
7:00 pm,21.9,23.9,82,N,6 3,15 8,1014.3,0.0,2025-09-29
6:30 pm,22.0,23.6,84,NNE,9 5,22 12,1014.0,0.0,2025-09-29
6:00 pm,22.3,23.7,80,NNE,9 5,17 9,1013.8,0.0,2025-09-29
5:30 pm,22.9,23.7,75,NNE,11 6,20 11,1013.4,0.0,2025-09-29
5:00 pm,23.7,24.7,73,NNE,11 6,22 12,1013.2,0.0,2025-09-29
4:30 pm,24.4,25.5,71,NE,11 6,19 10,1013.1,0.0,2025-09-29
4:00 pm,25.5,26.9,66,NNE,9 5,19 10,1013.0,0.0,2025-09-29
3:30 pm,26.0,26.4,62,NE,13 7,24 13,1012.7,0.0,2025-09-29
3:00 pm,26.8,27.4,57,NNE,11 6,20 11,1012.7,0.0,2025-09-29
2:30 pm,27.5,28.1,55,NE,11 6,20 11,1012.7,0.0,2025-09-29
2:00 pm,28.2,28.5,51,NNE,11 6,22 12,1012.8,0.0,2025-09-29
1:30 pm,29.6,30.3,47,ENE,9 5,19 10,1013.0,0.0,2025-09-29
