Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,8.5,-1.9,65,WNW,46 25,65 35,1002.6,0.6,2025-09-24
11:00 pm,9.0,-2.3,57,NW,50 27,72 39,1002.6,0.6,2025-09-24
10:30 pm,9.5,-1.3,50,NW,46 25,69 37,1003.8,0.6,2025-09-24
10:00 pm,10.0,-0.4,43,WNW,43 23,74 40,1004.2,0.6,2025-09-24
9:30 pm,10.1,-0.4,42,WNW,43 23,63 34,1004.7,0.6,2025-09-24
9:00 pm,10.1,-0.4,41,WNW,43 23,72 39,1005.3,0.6,2025-09-24
8:30 pm,10.1,-1.3,42,WNW,48 26,72 39,1005.7,0.6,2025-09-24
8:00 pm,10.1,-1.3,41,WNW,48 26,70 38,1006.3,0.6,2025-09-24
7:31 pm,10.0,-0.4,43,WNW,43 23,65 35,1007.0,0.6,2025-09-24
7:30 pm,10.0,0.0,43,WNW,41 22,57 31,1007.1,0.6,2025-09-24
7:00 pm,10.2,-1.6,42,WNW,50 27,74 40,1007.4,0.6,2025-09-24
6:30 pm,10.4,-2.2,41,WNW,54 29,72 39,1007.5,0.6,2025-09-24
6:00 pm,10.5,-0.4,43,WNW,46 25,72 39,1007.8,0.6,2025-09-24
5:30 pm,10.6,-1.0,44,WNW,50 27,74 40,1007.9,0.6,2025-09-24
5:00 pm,11.3,1.4,42,WNW,41 22,65 35,1008.0,0.6,2025-09-24
4:35 pm,12.2,3.9,37,WNW,32 17,56 30,1008.2,0.6,2025-09-24
4:30 pm,12.2,3.7,37,WNW,33 18,50 27,1008.3,0.6,2025-09-24
4:00 pm,12.7,3.3,34,WNW,37 20,65 35,1008.3,0.6,2025-09-24
3:30 pm,12.9,4.0,35,W,35 19,70 38,1008.6,0.6,2025-09-24
3:00 pm,12.6,2.2,37,W,43 23,69 37,1008.9,0.6,2025-09-24
2:30 pm,12.6,3.3,35,W,37 20,57 31,1009.1,0.6,2025-09-24
2:05 pm,13.7,6.1,33,WSW,28 15,48 26,1009.6,0.6,2025-09-24
2:00 pm,14.1,6.9,33,WSW,26 14,57 31,1009.4,0.6,2025-09-24
1:32 pm,13.1,4.9,31,SW,30 16,57 31,1009.2,0.6,2025-09-24
1:30 pm,13.3,5.2,31,WSW,30 16,57 31,1009.5,0.6,2025-09-24
1:00 pm,12.9,3.3,30,WSW,37 20,65 35,1009.6,0.6,2025-09-24
12:30 pm,13.0,2.9,34,WSW,41 22,69 37,1009.4,0.6,2025-09-24
12:00 pm,12.5,4.0,34,WSW,32 17,59 32,1009.3,0.6,2025-09-24
11:30 am,12.1,2.0,37,W,41 22,72 39,1009.2,0.6,2025-09-24
11:00 am,10.9,3.1,45,W,30 16,63 34,1009.5,0.6,2025-09-24
10:44 am,12.1,4.7,42,W,28 15,56 30,1009.0,0.6,2025-09-24
10:30 am,11.3,4.3,45,W,26 14,43 23,1009.1,0.6,2025-09-24
10:04 am,9.3,2.3,59,W,28 15,61 33,1009.4,0.6,2025-09-24
