Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:00 am,6.4,2.7,88,WNW,13 7,20 11,1021.4,5.2,2024-07-28
5:30 am,6.4,3.0,86,W,11 6,20 11,1021.2,4.8,2024-07-28
5:00 am,6.2,2.4,86,WNW,13 7,26 14,1020.8,4.6,2024-07-28
4:30 am,5.9,1.6,83,NW,15 8,26 14,1020.6,4.4,2024-07-28
4:00 am,6.1,1.7,78,WNW,15 8,22 12,1020.6,4.0,2024-07-28
3:30 am,6.0,2.3,78,NW,11 6,19 10,1020.7,4.0,2024-07-28
3:00 am,5.9,2.2,77,WNW,11 6,22 12,1020.6,4.0,2024-07-28
2:30 am,5.8,2.5,78,WNW,9 5,17 9,1020.5,4.0,2024-07-28
2:00 am,5.5,2.1,78,WNW,9 5,15 8,1020.7,4.0,2024-07-28
1:30 am,5.5,2.1,78,WNW,9 5,17 9,1020.6,4.0,2024-07-28
1:00 am,5.7,2.4,78,W,9 5,20 11,1020.4,4.0,2024-07-28
12:30 am,5.9,2.6,78,W,9 5,17 9,1020.3,4.0,2024-07-28
12:00 am,6.0,3.1,78,WNW,7 4,15 8,1020.2,4.0,2024-07-28
