Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
5:30 am,16.8,15.1,64,W,9 5,15 8,1018.7,0.0,2024-07-28
5:00 am,16.9,15.6,64,W,7 4,15 8,1017.7,0.0,2024-07-28
4:30 am,17.0,15.8,65,WNW,7 4,11 6,1017.6,0.0,2024-07-28
4:00 am,16.9,16.3,66,WNW,4 2,6 3,1017.5,0.0,2024-07-28
3:30 am,17.1,16.0,66,W,7 4,17 9,1017.7,0.0,2024-07-28
3:00 am,17.4,16.5,67,W,7 4,17 9,1017.7,0.0,2024-07-28
2:30 am,17.6,16.7,67,W,7 4,15 8,1017.9,0.0,2024-07-28
2:00 am,18.1,17.4,65,WSW,6 3,15 8,1017.5,0.0,2024-07-28
1:30 am,18.9,17.6,66,W,11 6,20 11,1018.0,0.0,2024-07-28
1:00 am,19.4,19.3,68,W,6 3,17 9,1017.4,0.0,2024-07-28
12:30 am,18.2,19.1,76,NNW,2 1,4 2,1017.6,0.0,2024-07-28
12:00 am,18.0,19.1,81,NNW,2 1,4 2,1018.0,0.0,2024-07-28
