Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,19.3,16.9,45,ENE,9 5,11 6,1014.1,0.0,2025-10-15
11:00 pm,20.2,17.4,42,ENE,11 6,13 7,1014.4,0.0,2025-10-15
