Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
9:00 am,22.0,21.0,54,SSW,9 5,20 11,1020.4,0.0,2025-09-23
8:30 am,21.4,20.7,55,SW,7 4,17 9,1020.2,0.0,2025-09-23
8:00 am,20.4,19.7,58,SW,7 4,15 8,1019.8,0.0,2025-09-23
7:30 am,19.8,20.1,62,SSW,2 1,7 4,1019.6,0.0,2025-09-23
7:00 am,18.7,18.7,67,S,4 2,9 5,1019.5,0.0,2025-09-23
6:30 am,17.3,17.3,73,S,4 2,7 4,1018.9,0.0,2025-09-23
6:00 am,16.2,16.1,76,SW,4 2,9 5,1018.4,0.0,2025-09-23
5:30 am,15.9,15.7,77,SW,4 2,6 3,1018.0,0.0,2025-09-23
5:00 am,16.0,15.9,77,WSW,4 2,7 4,1017.9,0.0,2025-09-23
4:30 am,16.1,16.1,78,WSW,4 2,7 4,1017.7,0.0,2025-09-23
4:00 am,16.4,16.6,80,SW,4 2,7 4,1017.3,0.0,2025-09-23
3:30 am,16.6,17.4,83,SSW,2 1,6 3,1017.2,0.0,2025-09-23
3:00 am,17.0,17.6,84,SSW,4 2,9 5,1017.1,0.0,2025-09-23
2:30 am,17.4,17.8,84,SW,6 3,9 5,1017.1,0.0,2025-09-23
2:00 am,17.1,17.7,83,SSW,4 2,7 4,1017.3,0.0,2025-09-23
1:30 am,17.4,17.9,81,SW,4 2,9 5,1017.3,0.0,2025-09-23
1:00 am,17.9,18.2,80,SW,6 3,11 6,1017.5,0.0,2025-09-23
12:30 am,18.3,19.2,76,WSW,2 1,6 3,1017.5,0.0,2025-09-23
12:00 am,18.5,19.3,74,WSW,2 1,6 3,1017.7,0.0,2025-09-23
