Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,11.3,9.6,82,N,7 4,11 6,1014.7,0.6,2025-10-09
11:00 pm,12.2,9.2,83,N,15 8,17 9,1014.7,0.6,2025-10-09
10:30 pm,12.1,9.5,83,NNW,13 7,19 10,1015.1,0.6,2025-10-09
10:00 pm,11.8,9.2,84,N,13 7,15 8,1015.1,0.6,2025-10-09
9:30 pm,12.9,10.7,78,NNE,11 6,15 8,1014.9,0.6,2025-10-09
9:00 pm,10.8,8.3,76,N,9 5,13 7,1014.9,0.6,2025-10-09
8:30 pm,12.5,9.1,72,NNW,15 8,17 9,1014.4,0.6,2025-10-09
8:00 pm,13.6,10.5,65,NNW,13 7,17 9,1014.1,0.6,2025-10-09
7:30 pm,15.3,11.6,54,WNW,15 8,28 15,1013.9,0.6,2025-10-09
7:00 pm,16.4,12.5,55,NW,17 9,24 13,1013.3,0.6,2025-10-09
6:30 pm,17.3,11.4,59,NNW,30 16,37 20,1012.6,0.6,2025-10-09
6:00 pm,18.2,12.7,55,NNW,28 15,35 19,1012.4,0.6,2025-10-09
5:30 pm,18.7,14.5,56,NNW,22 12,32 17,1012.2,0.6,2025-10-09
5:00 pm,18.8,14.2,56,NNW,24 13,32 17,1011.7,0.6,2025-10-09
4:30 pm,18.5,14.3,56,NNW,22 12,28 15,1011.4,0.6,2025-10-09
4:00 pm,18.9,14.0,56,NW,26 14,35 19,1011.5,0.6,2025-10-09
3:30 pm,18.4,13.4,61,NW,28 15,35 19,1011.4,0.6,2025-10-09
3:00 pm,18.4,14.1,61,NW,24 13,35 19,1011.4,0.6,2025-10-09
2:30 pm,18.6,14.3,60,NW,24 13,30 16,1011.7,0.6,2025-10-09
2:00 pm,19.0,15.4,69,NW,24 13,30 16,1011.8,0.6,2025-10-09
