Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,14.8,11.3,67,WNW,17 9,32 17,1014.7,0.0,2025-10-09
11:00 pm,15.4,12.3,71,NW,17 9,32 17,1014.4,0.0,2025-10-09
10:30 pm,15.1,12.7,71,NW,13 7,19 10,1014.3,0.0,2025-10-09
10:00 pm,14.9,13.1,70,NW,9 5,15 8,1014.4,0.0,2025-10-09
