Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,21.4,20.1,61,NW,13 7,–,1013.7,0.0,2025-10-09
11:00 pm,21.8,19.6,58,NW,17 9,–,1013.4,0.0,2025-10-09
10:30 pm,22.2,19.5,56,NW,19 10,–,1013.3,0.0,2025-10-09
10:00 pm,22.4,19.5,55,NNW,20 11,–,1013.4,0.0,2025-10-09
9:30 pm,22.7,19.1,54,NNW,24 13,–,1013.4,0.0,2025-10-09
9:00 pm,23.1,19.6,54,NNW,24 13,–,1013.4,0.0,2025-10-09
8:30 pm,23.4,19.9,53,NNW,24 13,–,1013.0,0.0,2025-10-09
8:00 pm,23.5,20.1,54,NNW,24 13,–,1012.5,0.0,2025-10-09
7:30 pm,23.8,20.1,54,NNW,26 14,–,1012.2,0.0,2025-10-09
7:00 pm,24.1,21.2,53,NNW,22 12,–,1012.0,0.0,2025-10-09
6:30 pm,24.3,22.8,53,N,15 8,–,1011.4,0.0,2025-10-09
6:00 pm,24.6,21.5,53,NNW,24 13,–,1010.7,0.0,2025-10-09
5:30 pm,25.1,21.2,51,NNW,28 15,–,1010.2,0.0,2025-10-09
5:00 pm,25.7,22.0,48,NW,26 14,–,1009.5,0.0,2025-10-09
4:30 pm,26.7,23.1,43,NW,24 13,–,1009.4,0.0,2025-10-09
4:00 pm,26.9,23.3,42,NW,24 13,–,1009.6,0.0,2025-10-09
3:30 pm,26.1,23.5,44,NNW,19 10,–,1009.3,0.0,2025-10-09
3:00 pm,26.1,21.9,46,NNW,28 15,–,1009.4,0.0,2025-10-09
2:30 pm,26.2,21.2,45,NNW,32 17,–,1009.2,0.0,2025-10-09
2:00 pm,26.1,21.9,46,NNW,28 15,–,1009.4,0.0,2025-10-09
1:30 pm,25.8,22.5,48,NNW,24 13,–,1009.4,0.0,2025-10-09
