Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,10.2,6.1,99,NNW,22 12,28 15,1012.3,16.6,2025-07-22
11:00 pm,10.5,6.1,99,NNW,24 13,32 17,1012.1,16.6,2025-07-22
10:51 pm,10.4,5.6,99,NNW,26 14,39 21,1012.2,16.6,2025-07-22
10:30 pm,10.4,6.8,100,NW,20 11,30 16,1012.3,16.0,2025-07-22
10:08 pm,10.4,7.7,100,NW,15 8,19 10,1012.3,14.4,2025-07-22
10:00 pm,10.6,7.0,99,NNW,20 11,39 21,1012.1,12.8,2025-07-22
9:30 pm,10.4,7.0,100,NNW,19 10,26 14,1012.2,12.2,2025-07-22
9:00 pm,10.1,6.9,100,NNW,17 9,28 15,1012.3,11.8,2025-07-22
8:30 pm,10.2,7.0,99,N,17 9,24 13,1012.4,10.6,2025-07-22
8:11 pm,10.3,6.2,99,N,22 12,30 16,1012.5,10.0,2025-07-22
8:00 pm,10.3,6.6,99,N,20 11,28 15,1012.5,9.8,2025-07-22
7:30 pm,10.4,6.7,99,N,20 11,28 15,1012.7,9.4,2025-07-22
7:00 pm,10.7,5.4,95,N,28 15,39 21,1012.8,9.0,2025-07-22
