Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,11.4,11.3,87,CALM,0 0,0 0,1024.7,0.0,2024-04-11
11:00 pm,11.5,10.2,85,SSW,6 3,7 4,1024.9,0.0,2024-04-11
10:30 pm,11.9,10.5,82,S,6 3,7 4,1024.9,0.0,2024-04-11
10:00 pm,12.3,11.1,84,S,6 3,9 5,1025.0,0.0,2024-04-11
9:30 pm,12.7,11.6,84,SSE,6 3,9 5,1025.1,0.0,2024-04-11
9:00 pm,13.4,12.4,81,SSE,6 3,13 7,1025.0,0.0,2024-04-11
8:30 pm,13.7,12.5,80,S,7 4,11 6,1024.9,0.0,2024-04-11
