Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,20.7,23.0,88,N,4 2,7 4,1016.8,0.0,2025-09-28
11:00 pm,20.9,22.9,88,N,6 3,13 7,1017.0,0.0,2025-09-28
10:30 pm,20.7,23.1,89,N,4 2,11 6,1017.0,0.0,2025-09-28
10:00 pm,20.4,22.7,89,N,4 2,9 5,1016.9,0.0,2025-09-28
9:30 pm,20.5,22.7,88,NNE,4 2,9 5,1016.9,0.0,2025-09-28
9:00 pm,20.9,22.9,88,NNE,6 3,17 9,1016.9,0.0,2025-09-28
8:30 pm,21.0,23.0,87,N,6 3,13 7,1016.9,0.0,2025-09-28
8:00 pm,21.1,23.5,86,N,4 2,11 6,1016.8,0.0,2025-09-28
7:30 pm,21.2,23.5,85,NNE,4 2,15 8,1016.6,0.0,2025-09-28
7:00 pm,21.4,23.1,84,NNE,7 4,17 9,1016.4,0.0,2025-09-28
6:30 pm,21.6,23.1,85,NNE,9 5,17 9,1016.3,0.0,2025-09-28
6:00 pm,22.0,23.3,80,NE,9 5,17 9,1015.9,0.0,2025-09-28
5:30 pm,22.7,23.6,73,NNE,9 5,19 10,1015.7,0.0,2025-09-28
5:00 pm,23.5,23.7,66,NE,11 6,20 11,1015.3,0.0,2025-09-28
4:30 pm,24.7,25.0,58,NNE,9 5,20 11,1015.1,0.0,2025-09-28
4:00 pm,24.9,25.1,57,NNE,9 5,19 10,1014.7,0.0,2025-09-28
3:30 pm,25.2,25.2,54,NE,9 5,17 9,1014.5,0.0,2025-09-28
3:00 pm,26.1,26.3,53,NNE,9 5,20 11,1014.8,0.0,2025-09-28
2:30 pm,25.6,25.6,53,NNE,9 5,17 9,1014.9,0.0,2025-09-28
2:00 pm,26.0,25.4,53,ENE,13 7,22 12,1015.1,0.0,2025-09-28
1:30 pm,27.1,26.9,47,NNE,9 5,17 9,1015.5,0.0,2025-09-28
1:00 pm,27.0,27.0,48,NE,9 5,19 10,1016.0,0.0,2025-09-28
