Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
12:00 pm,23.2,19.1,33,WNW,17 9,–,1014.1,0.0,2025-09-25
11:30 am,22.3,18.1,34,W,17 9,–,1014.7,0.0,2025-09-25
11:00 am,21.4,17.0,38,WNW,19 10,–,1015.1,0.0,2025-09-25
10:30 am,20.4,15.7,37,WNW,19 10,–,1015.5,0.0,2025-09-25
10:00 am,19.8,16.6,43,WNW,13 7,–,1016.0,0.0,2025-09-25
9:30 am,19.2,16.3,44,WNW,11 6,–,1016.5,0.0,2025-09-25
9:00 am,18.0,14.4,43,WNW,13 7,–,1016.8,0.0,2025-09-25
8:30 am,16.6,13.4,52,WNW,13 7,–,1017.0,0.0,2025-09-25
8:00 am,14.8,11.7,60,WNW,13 7,–,1017.3,0.0,2025-09-25
7:30 am,13.5,9.9,63,WNW,15 8,–,1017.1,0.0,2025-09-25
7:00 am,12.7,9.7,63,W,11 6,–,1017.1,0.0,2025-09-25
6:30 am,12.3,8.9,65,WNW,13 7,–,1016.8,0.0,2025-09-25
6:00 am,12.0,8.7,69,WNW,13 7,–,1016.9,0.0,2025-09-25
5:30 am,11.8,8.9,69,WNW,11 6,–,1016.9,0.0,2025-09-25
5:00 am,11.8,8.5,70,WNW,13 7,–,1017.0,0.0,2025-09-25
4:30 am,12.1,10.1,71,WNW,7 4,–,1017.1,0.0,2025-09-25
4:00 am,12.1,9.1,66,WNW,11 6,–,1017.3,0.0,2025-09-25
3:30 am,12.3,8.9,65,W,13 7,–,1017.4,0.0,2025-09-25
3:00 am,12.6,8.5,64,W,17 9,–,1017.6,0.0,2025-09-25
2:30 am,13.0,8.4,60,W,19 10,–,1017.7,0.0,2025-09-25
2:00 am,13.3,9.0,58,W,17 9,–,1018.1,0.0,2025-09-25
1:30 am,13.7,9.0,56,WSW,19 10,–,1018.5,0.0,2025-09-25
1:00 am,13.6,9.4,58,W,17 9,–,1018.7,0.0,2025-09-25
12:30 am,14.1,9.2,54,WSW,20 11,–,1018.9,0.0,2025-09-25
12:00 am,14.5,9.8,53,WSW,19 10,–,1019.0,0.0,2025-09-25
