Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,0.9,-2.3,99,NNE,7 4,11 6,1025.9,0.0,2025-09-22
11:00 pm,1.4,-1.5,99,SE,6 3,7 4,1025.9,0.0,2025-09-22
10:30 pm,1.7,-0.8,99,ESE,4 2,6 3,1025.6,0.0,2025-09-22
10:00 pm,1.8,-1.2,99,ESE,7 4,7 4,1025.5,0.0,2025-09-22
9:30 pm,1.3,-1.9,95,ESE,7 4,9 5,1025.4,0.0,2025-09-22
9:00 pm,2.1,-0.8,94,NE,6 3,7 4,1025.5,0.0,2025-09-22
8:30 pm,2.8,-0.5,83,NNE,7 4,9 5,1025.4,0.0,2025-09-22
8:00 pm,5.0,2.2,87,NE,7 4,9 5,1024.9,0.0,2025-09-22
7:30 pm,5.5,1.5,84,NE,13 7,15 8,1024.5,0.0,2025-09-22
7:00 pm,6.5,3.0,80,N,11 6,13 7,1023.9,0.0,2025-09-22
6:30 pm,6.6,2.7,79,NNE,13 7,17 9,1023.1,0.0,2025-09-22
6:00 pm,7.6,3.3,74,N,15 8,17 9,1022.6,0.0,2025-09-22
5:30 pm,8.1,3.7,69,N,15 8,20 11,1021.9,0.0,2025-09-22
5:00 pm,8.2,4.6,70,NNW,11 6,17 9,1021.5,0.0,2025-09-22
4:30 pm,7.9,4.3,71,NNW,11 6,15 8,1020.9,0.0,2025-09-22
4:00 pm,8.5,4.0,63,NW,15 8,22 12,1020.3,0.0,2025-09-22
3:30 pm,8.5,0.5,63,SSW,33 18,46 25,1020.3,0.0,2025-09-22
3:17 pm,9.3,1.5,60,S,32 17,50 27,1020.1,0.0,2025-09-22
